handle,text
RepMattGaetz,"All considered, government-empowered swings to markets typically create more problems than they solve. Instead of creating new emergency authorities for the Incompetent Biden Regime, we should source more product for all American families and solve the problem. (2/2)"
RepMattGaetz,"H.R. 7791 would make baby formula shortages worse for most Americans. It will allow WIC to utilize a far greater portion of the baby formula market, crowding out many hard-working American families.  (1/2)"
RepMattGaetz,"Episode 44 LIVE: Voting Problems (feat. @RepAndyBiggsAZ &amp; @RepChipRoy) – @Firebrand_Pod 

Full Episode: https://t.co/SQ4M4JGNLr"
RepMattGaetz,https://t.co/5PdwqZApxu
RepMattGaetz,"NEW: ""Republicans sparred on the House floor after certain members of the Freedom Caucus questioned GOP leadership tactics on Rep. Matt Gaetz's podcast (@Firebrand_Pod).""

https://t.co/RAuPLtTnI5"
RepMattGaetz,"The Biden Foreign Policy: war everywhere, victory nowhere. https://t.co/aLQTavmXEg"
RepMattGaetz,Are you a domestic extremist??? https://t.co/eGu1gFE90b
RepMattGaetz,"RIP to Biden’s Ministry of Truth!

And it’s all thanks to you, the American people. https://t.co/qGCz7WVIUD"
RepMattGaetz,"Gaetz: People would be shocked to know $300M was to be spent without reps ascribing their name to it.

@RepAndyBiggsAZ: One of the guys in my face last night, a Republican, was telling me he's got better things to do than be on the floor voting.

@RepChipRoy: It’s all about power https://t.co/wlWovetPiJ"
RepMattGaetz,Episode 44: Voting Problems – Firebrand with Matt Gaetz https://t.co/U3bVtIS9Sm
RepMattGaetz,"BREAKING: Gaetz calls out ""progressives"" for not opposing American hostility in Somalia https://t.co/06Jq5myeIR"
RepMattGaetz,"If Democrats were right and gun control stopped any violence that involved a firearm, you wouldn't see so much violence with firearms in the places like Chicago and Los Angeles where they have some of the strictest gun control in America. https://t.co/RE5SAyf5Im"
RepMattGaetz,"The Left has devalued the dollar at home by printing trillions under the fiction of COVID fear porn. 

They've simultaneously limited the utility and strength of the dollar abroad by deploying some of the most aggressive sanctions the world has ever known. https://t.co/sOYkRzHzrY"
RepMattGaetz,"We’re proud to be #UltraMAGA.  

It means we’re fighting for people and advancing the cause of our constituents. https://t.co/pMdw9bww9y"
RepMattGaetz,"The shooting in Buffalo, NY this past weekend was tragic and horrid.

Predictably, Democrats in Congress and across the country are calling for gun control. I oppose gun control as a mechanism to ""stop violence"" – it will not work.

The Second Amendment is absolute. https://t.co/08sW6bY3qw"
RepMattGaetz,"Episode 43: Educate, Don’t Eradicate – Firebrand with Matt Gaetz https://t.co/zipfSR1fuv"
RepMattGaetz,"According to the witnesses before the Judiciary Committee, House Democrat Chairman @BennieGThompson did something that was explicitly and undeniably racist.

H.R. 7647 is an extension of that effort to attack the Court and delegitimize our institutions.

It's quite shameful. https://t.co/XixlG3dnB3"
RepMattGaetz,"""I'm not sure that the $40 Billion to Ukraine isn't going to start WW3.

I gave a speech on the floor of the Congress this week that urgently warned that the nation was being slept walked into a war that Congress never approved and I don't think the American people want."" https://t.co/sTVvERXLgZ"
RepMattGaetz,I'm urgently warning you. https://t.co/8zCMYyHJL2
RepMattGaetz,".@DarrenJBeattie's #RevolverNews: Why Funding Ukraine Is Just Dead Wrong

""Republican support was overwhelming as well, but a few members did bravely stand against the tide. They were 57 strong. Rep. Matt Gaetz led the charge."" 

https://t.co/c9ZNk2UXYa"
RepMattGaetz,"I can’t tell who’s more obsessed with evoking white supremacy: Woke Generals or Democrats in Congress? Either way, Dem Chair of Armed Services @RepAdamSmith is wrong.

Embracing wokeness will cause people who might otherwise sign up to serve in our military to not do so. https://t.co/We0y97wHIW"
RepMattGaetz,BREAKING: Dem Chair of Armed Services @RepAdamSmith provides further evidence that @SecDef Austin lied to cover failings in hypersonics https://t.co/BjMhpdfoar
