handle,text
RepBobbyRush,Today @HouseDemocrats stood together to condemn the racially motivated shooting in Buffalo. My heart goes out to the victims their families &amp; the City of Buffalo.There is no place for white-supremacist rhetoric in Congress or primetime TV. Americans deserve better. 
