handle,text
RepDanCrenshaw,NEW EPISODE!@michaeljknowles joins us to talk about his new documentary “Choosing Death: The Legacy of Roe”. We unpack the arguments for abortion from the leftist and libertarian perspectives and how they relate to modern society’s shifting views. 
RepDanCrenshaw,NEW EPISODE!@JCNSeverino walks us through Justice Alito's leaked draft opinion in Dobbs v Jackson that made the left completely lose its mind what it means for abortion in America and what she expects from the Court in the coming weeks.  
