handle,text
RepSpartz,"Let us never forget the courage and sacrifice, so many made 78 years ago today— including Hoosiers, in the name of liberty and democracy. #DDay 🇺🇸 https://t.co/musJacyApS"
RepSpartz,"Unfortunately, this
Administration is being
reactive to all crises,
which makes them very
costly. Inflation is 
another example.
———
'If it's not one thing, it's another': Inside a Biden White House adrift as crises mount https://t.co/QWKUCQ40Nc"
