handle,text
RepJohnYarmuth,No single speech could capture the true meaning of sacrifice or the importance of memorializing the fallen but Lincoln’s Gettysburg Address is nearly perfect. Today we honor those who gave their all for America and recommit ourselves to ensuring a more perfect Union prevails. http
RepJohnYarmuth,Wait until he finds out that there are politicians who think every American should be able to make those catastrophically deadly split second* decisions with no training and with military grade firearms. http
