handle,text
SenBrianSchatz,Congratulations to all the Hawai‘i students accepted to the five U.S. Service Academies! Had the chance to celebrate today with some of our nominees who will soon begin their career of service. Mahalo for your commitment to serve. 🇺🇸 http
SenBrianSchatz,Today on Memorial Day we take time to honor and remember those brave Americans who have given their lives for this nation. They and their families deserve our deepest gratitude for the sacrifices they made to protect our most cherished freedoms. http
