handle,text
RepGregPence,This #MemorialDay we reflect on the selflessness and bravery of our American heroes who made the ultimate sacrifice on behalf of our Freedom.Today and everyday we honor and remember our fallen service members.On behalf of an eternally grateful nation: thank you &amp; God Bless. http
