handle,text
TomColeOK04,This #MemorialDay we are reminded that freedom is certainly not free &amp; we honor those who gave the last full measure of devotion while selflessly defending our country. Indeed their sacrifice will never be forgotten &amp; their legacies will stand the test of time. http
