handle,text
RepBobGibbs,I had a great tour of @user in 2017 &amp; today on #NationalAutonomousVehicleDay I want to highlight how they are leading the charge on automated driving systems in rural communities with @user &amp; working with @user and @user on automated truck traffic on I-70. http
